MasterItemNo,ItemDescription,PredictedQty,SafetyStock,RecommendedOrderQty,Vendor,VendorContact,VendorLeadDays,ProcurementStart,ProcurementFinish,NeededBy,ProjectPhase,ProcurementCycle,RiskNotes,Mitigations
511.0,,5,1,6,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
411.0,,23,3,26,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
480.0,,46,5,51,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,29,3,32,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,1,1,2,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,10,1,11,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,32,4,36,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,49,5,54,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
303.0,,9,1,10,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
480.0,,17,2,19,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,24,3,27,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,21,3,24,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
704.0,,29,3,32,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,26,3,29,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
258.0,,17,2,19,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,20,2,22,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
487.0,,17,2,19,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,8,1,9,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
258.0,,95,10,105,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Consider 2-stage procurement,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,27,3,30,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
258.0,,15,2,17,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
303.0,,7,1,8,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,36,4,40,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
704.0,,1,1,2,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
50.0,,103,11,114,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Consider 2-stage procurement,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,70,7,77,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,1,1,2,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,1,1,2,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
50.0,,28,3,31,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
794.0,,146,15,161,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Consider 2-stage procurement,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
303.0,,8,1,9,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
1082.0,,143,15,158,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Consider 2-stage procurement,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,6,1,7,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
302.0,,12,2,14,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,6,1,7,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
1043.0,,141,15,156,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Consider 2-stage procurement,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
258.0,,75,8,83,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
258.0,,123,13,136,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Consider 2-stage procurement,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,1,1,2,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,88,9,97,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,19,2,21,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
794.0,,19,2,21,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,5,1,6,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,3,1,4,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,4,1,5,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
50.0,,70,7,77,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,12,2,14,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,11,2,13,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
50.0,,31,4,35,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
411.0,,2,1,3,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
258.0,,28,3,31,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
942.0,,10,1,11,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,1,1,2,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,6,1,7,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
50.0,,20,2,22,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
258.0,,35,4,39,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
303.0,,6,1,7,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
411.0,,1,1,2,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,1,1,2,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
303.0,,6,1,7,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
32.0,,59,6,65,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
469.0,,39,4,43,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,2,1,3,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
303.0,,9,1,10,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,40,4,44,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,4,1,5,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
488.0,,112,12,124,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Consider 2-stage procurement,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
114.0,,18,2,20,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
963.0,,147,15,162,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Consider 2-stage procurement,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
148.0,,6,1,7,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
303.0,,6,1,7,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,38,4,42,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,53,6,59,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
303.0,,6,1,7,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
511.0,,1,1,2,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
463.0,,48,5,53,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
488.0,,21,3,24,,,21,2025-11-09,2025-12-03,2025-12-03,Electrical & HVAC,Single order,No vendor in DB — sourcing risk,Identify alternate vendors; consider higher safety stock; allow longer lead time
